ID Respuesta | Nombre Participante | ID Dispositivo | Tipo Participación | Nombre Funcionario | Cargo Funcionario | Sección Funcionario | Pregunta | Categoría Pregunta | Calificación | Fecha Respuesta
344 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Comunicación y empatía | Personal | malo | 08/10/2025 19:45:17
343 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Liderazgo y gestión de equipos | Profesional | deficiente | 08/10/2025 19:45:17
342 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Veracidad y cumplimiento | Personal | bueno | 08/10/2025 19:45:17
341 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Aptitud y honestidad | Personal | regular | 08/10/2025 19:45:17
340 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Respeto, dignidad y decoro | Personal | regular | 08/10/2025 19:45:17
339 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Uso adecuado del tiempo de trabajo | Desempeño | regular | 08/10/2025 19:45:17
338 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Integridad y ética | Personal | regular | 08/10/2025 19:45:17
337 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Ejercicio adecuado del cargo | Desempeño | bueno | 08/10/2025 19:45:17
336 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Proyectos estratégicos con resultados concretos | Desempeño | regular | 08/10/2025 19:45:17
335 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Cumplimiento de metas | Desempeño | regular | 08/10/2025 19:45:17
334 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Eficiencia en la gestión de los recursos | Desempeño | deficiente | 08/10/2025 19:45:17
333 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Transparencia y eficiencia en la toma de decisiones | Profesional | bueno | 08/10/2025 19:45:17
332 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Capacidad para resolver problemas | Profesional | regular | 08/10/2025 19:45:17
331 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Liderazgo y gestión de equipos | Profesional | deficiente | 08/10/2025 19:45:17
329 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Veracidad y cumplimiento | Personal | deficiente | 08/10/2025 19:45:17
330 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Comunicación y empatía | Personal | regular | 08/10/2025 19:45:17
328 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Aptitud y honestidad | Personal | deficiente | 08/10/2025 19:45:17
327 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Integridad y ética | Personal | regular | 08/10/2025 19:45:17
326 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Respeto, dignidad y decoro | Personal | regular | 08/10/2025 19:45:17
325 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Uso adecuado del tiempo de trabajo | Desempeño | deficiente | 08/10/2025 19:45:17
324 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Ejercicio adecuado del cargo | Desempeño | bueno | 08/10/2025 19:45:17
323 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Proyectos estratégicos con resultados concretos | Desempeño | deficiente | 08/10/2025 19:45:17
322 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Cumplimiento de metas | Desempeño | regular | 08/10/2025 19:45:17
321 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Eficiencia en la gestión de los recursos | Desempeño | deficiente | 08/10/2025 19:45:17
320 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Transparencia y eficiencia en la toma de decisiones | Profesional | bueno | 08/10/2025 19:45:17
319 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Capacidad para resolver problemas | Profesional | bueno | 08/10/2025 19:45:17
317 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Veracidad y cumplimiento | Personal | deficiente | 08/10/2025 19:45:17
318 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Comunicación y empatía | Personal | regular | 08/10/2025 19:45:17
316 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Liderazgo y gestión de equipos | Profesional | regular | 08/10/2025 19:45:17
315 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Aptitud y honestidad | Personal | deficiente | 08/10/2025 19:45:17
314 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Respeto, dignidad y decoro | Personal | regular | 08/10/2025 19:45:17
313 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Integridad y ética | Personal | regular | 08/10/2025 19:45:17
312 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Uso adecuado del tiempo de trabajo | Desempeño | excelente | 08/10/2025 19:45:17
311 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Ejercicio adecuado del cargo | Desempeño | regular | 08/10/2025 19:45:17
310 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Proyectos estratégicos con resultados concretos | Desempeño | malo | 08/10/2025 19:45:17
309 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Eficiencia en la gestión de los recursos | Desempeño | regular | 08/10/2025 19:45:17
308 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Cumplimiento de metas | Desempeño | deficiente | 08/10/2025 19:45:17
306 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Transparencia y eficiencia en la toma de decisiones | Profesional | deficiente | 08/10/2025 19:45:17
307 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Capacidad para resolver problemas | Profesional | bueno | 08/10/2025 19:45:17
305 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Comunicación y empatía | Personal | bueno | 08/10/2025 19:45:17
304 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Liderazgo y gestión de equipos | Profesional | regular | 08/10/2025 19:45:17
303 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Veracidad y cumplimiento | Personal | excelente | 08/10/2025 19:45:17
302 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Aptitud y honestidad | Personal | regular | 08/10/2025 19:45:17
301 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Respeto, dignidad y decoro | Personal | regular | 08/10/2025 19:45:17
300 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Integridad y ética | Personal | regular | 08/10/2025 19:45:17
299 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Ejercicio adecuado del cargo | Desempeño | bueno | 08/10/2025 19:45:17
298 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Uso adecuado del tiempo de trabajo | Desempeño | regular | 08/10/2025 19:45:17
297 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Proyectos estratégicos con resultados concretos | Desempeño | bueno | 08/10/2025 19:45:17
296 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Cumplimiento de metas | Desempeño | excelente | 08/10/2025 19:45:17
295 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Eficiencia en la gestión de los recursos | Desempeño | bueno | 08/10/2025 19:45:17
294 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Transparencia y eficiencia en la toma de decisiones | Profesional | malo | 08/10/2025 19:45:17
293 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Capacidad para resolver problemas | Profesional | regular | 08/10/2025 19:45:17
292 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Liderazgo y gestión de equipos | Profesional | bueno | 08/10/2025 19:45:17
291 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Comunicación y empatía | Personal | regular | 08/10/2025 19:45:17
290 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Veracidad y cumplimiento | Personal | bueno | 08/10/2025 19:45:17
288 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Respeto, dignidad y decoro | Personal | malo | 08/10/2025 19:45:17
289 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Aptitud y honestidad | Personal | deficiente | 08/10/2025 19:45:17
287 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Integridad y ética | Personal | deficiente | 08/10/2025 19:45:17
286 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Uso adecuado del tiempo de trabajo | Desempeño | regular | 08/10/2025 19:45:17
282 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Ejercicio adecuado del cargo | Desempeño | deficiente | 08/10/2025 19:45:17
281 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Cumplimiento de metas | Desempeño | excelente | 08/10/2025 19:45:17
280 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Proyectos estratégicos con resultados concretos | Desempeño | deficiente | 08/10/2025 19:45:17
285 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Cumplimiento de metas | Desempeño | regular | 08/10/2025 19:45:17
284 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Transparencia y eficiencia en la toma de decisiones | Profesional | deficiente | 08/10/2025 19:45:17
283 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Liderazgo y gestión de equipos | Profesional | excelente | 08/10/2025 19:45:17
278 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Respeto, dignidad y decoro | Personal | deficiente | 08/10/2025 19:45:17
279 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Comunicación y empatía | Personal | bueno | 08/10/2025 19:45:17
276 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Eficiencia en la gestión de los recursos | Desempeño | bueno | 08/10/2025 19:45:17
277 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Eficiencia en la gestión de los recursos | Desempeño | deficiente | 08/10/2025 19:45:17
274 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Transparencia y eficiencia en la toma de decisiones | Profesional | regular | 08/10/2025 19:45:17
273 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Capacidad para resolver problemas | Profesional | bueno | 08/10/2025 19:45:17
275 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Aptitud y honestidad | Personal | bueno | 08/10/2025 19:45:17
272 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Capacidad para resolver problemas | Profesional | bueno | 08/10/2025 19:45:17
271 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Veracidad y cumplimiento | Personal | bueno | 08/10/2025 19:45:17
270 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Liderazgo y gestión de equipos | Profesional | bueno | 08/10/2025 19:45:17
269 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Comunicación y empatía | Personal | excelente | 08/10/2025 19:45:16
268 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Veracidad y cumplimiento | Personal | regular | 08/10/2025 19:45:16
267 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Aptitud y honestidad | Personal | regular | 08/10/2025 19:45:16
266 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Respeto, dignidad y decoro | Personal | bueno | 08/10/2025 19:45:16
